name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people)
My Space - WelcomeHotel Bengaluru,No,No,4.0 /5,1219,Brigade Road,"Fine Dining, Bar","Finger Food, Mediterranean, North Indian","₹ 1,900.00"
Guzzlers Inn,No,No,3.8 /5,38,Richmond Road,"Casual Dining, Bar",Chinese,"₹ 1,000.00"
Chin Lung Resto Bar,No,No,4.0 /5,430,Residency Road,"Casual Dining, Bar","North Indian, Lucknowi",₹ 800.00
Puran da Dhaba - The Pride Hotel,Yes,Yes,4.1 /5,190,Shivajinagar,"Casual Dining, Bar",Japanese,₹ 700.00
Le Rock,Yes,Yes,3.5 /5,185,Lavelle Road,Pub,North Eastern,"₹ 1,000.00"
Fuel Resto Bar,No,Yes,4.2 /5,121,Lavelle Road,Bar,"Finger Food, Continental, Asian, North Indian",₹ 800.00
The Lantern Restaurant & Bar - The Ritz-Carlton...,No,No,4.0 /5,749,Church Street,"Bar, Casual Dining",Finger Food,"₹ 1,000.00"
Tiger Trail - Ramada Hotel,Yes,Yes,4.2 /5,190,St. Marks Road,"Casual Dining, Bar","Italian, North Indian, Continental","₹ 2,000.00"
Matsuri - The Chancery Hotel,No,No,3.8 /5,235,Langford Town,Pub,"North Indian, Continental, Chinese",₹ 950.00
EatWater,No,No,4.4 /5,122,Lavelle Road,"Casual Dining, Bar","North Indian, Continental","₹ 2,000.00"
Chugg,No,No,3.7 /5,298,Residency Road,Bar,"Asian, North Indian, Continental","₹ 1,300.00"
Scottish Pub,No,No,3.8 /5,56,Lavelle Road,"Casual Dining, Bar","North Indian, Chinese","₹ 2,500.00"
ThrowBack - Pub & Dine,No,No,3.7 /5,110,Ulsoor,Bar,"Mughlai, North Indian, Desserts","₹ 1,500.00"
South Parade - The Chancery Hotel,No,Yes,3.7 /5,94,Brigade Road,"Bar, Casual Dining","Finger Food, Fast Food, Continental","₹ 1,400.00"
Downtown,No,Yes,3.1 /5,29,Richmond Road,"Bar, Cafe","Bar Food, North Indian","₹ 1,100.00"
Atomic Lab,No,No,3.8 /5,24,Brigade Road,Bar,"Continental, Cafe","₹ 1,800.00"
Retro Lounge Bar,No,No,3.2 /5,0,Church Street,Bar,"North Indian, Chinese, Finger Food",₹ 900.00
Desi Deck,Yes,No,3.1 /5,14,Residency Road,Bar,"South Indian, North Indian",₹ 900.00
The Hub - Ibis Hotel,No,No,4.1 /5,11,Shivajinagar,"Casual Dining, Bar","American, Finger Food","₹ 1,200.00"
Flame Pub & Restaurant - Brigade Garden,No,No,3.4 /5,0,Lavelle Road,Bar,"Andhra, Chinese, North Indian",₹ 700.00
Rasta,No,No,3.9 /5,278,St. Marks Road,"Casual Dining, Bar","Chinese, North Indian",₹ 650.00
Page 3 Multicuisine Restaurant & Bar,No,Yes,3.7 /5,4,Residency Road,"Casual Dining, Bar","North Indian, Chinese, Continental",₹ 800.00
MM Bar & Restaurant,No,No,2.9 /5,15,Residency Road,Bar,"Biryani, South Indian, North Indian, Chinese, Mughlai",₹ 600.00
Manhattan,No,No,3.5 /5,16,Ulsoor,"Pub, Cafe","Finger Food, Continental, American, Chinese",₹ 600.00
Nandhini Paradise,No,No,3.5 /5,0,Ulsoor,"Casual Dining, Bar","North Indian, Thai, Japanese, Continental, Cafe",₹ 800.00
The Charlton Bar,No,No,3.9 /5,4841,Cunningham Road,"Casual Dining, Bar","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",₹ 300.00
Amnesia - The Poolside Bar,No,Yes,4.0 /5,606,Infantry Road,"Bar, Casual Dining","Finger Food, North Indian","₹ 1,000.00"
Engine,No,Yes,3.8 /5,0,Infantry Road,Casual Dining,"Continental, Italian, North Indian",₹ 500.00
Roof Top Gastro Bar,No,No,4.0 /5,997,New BEL Road,"Casual Dining, Lounge","Chinese, Thai, Momos",₹ 900.00
Hammered,Yes,Yes,3.8 /5,820,New BEL Road,Casual Dining,"Continental, Asian, South Indian, North Indian",₹ 800.00
1Q1,No,Yes,3.8 /5,426,New BEL Road,"Cafe, Casual Dining","North Indian, South Indian","₹ 1,100.00"
Z-Bar,No,Yes,3.4 /5,212,New BEL Road,"Pub, Cafe","Cafe, American, Burger, Steak",₹ 700.00
Chapter One Bar | Maiin,No,No,3.5 /5,3912,New BEL Road,Cafe,"North Indian, Continental, Cafe",₹ 900.00
Hunan,No,No,2.8 /5,2932,New BEL Road,Cafe,"Cafe, American, Asian, European, Steak, Salad, Desserts",₹ 400.00
My Place - Gokulam Grand Hotel & Spa,No,Yes,3.5 /5,638,New BEL Road,Cafe,"Cafe, Italian, Burger, American, Steak",₹ 700.00
Satrangi,Yes,No,2.9 /5,1442,New BEL Road,Cafe,"Cafe, Mexican, Italian, Pizza",₹ 250.00
Truffles,No,No,3.2 /5,608,New BEL Road,"Casual Dining, Cafe","Cafe, North Indian, Chinese, Fast Food",₹ 400.00
Hammered,Yes,Yes,4.1 /5,48,New BEL Road,Cafe,"Pizza, Cafe, Italian",₹ 600.00
Grubbery,Yes,No,3.7 /5,4873,New BEL Road,Cafe,"Cafe, Continental",₹ 400.00
Smally's Resto Cafe,Yes,Yes,3.4/5,554,New BEL Road,"Casual Dining, Cafe","Cafe, Beverages, Fast Food",₹ 450.00
Burp,Yes,Yes,4.0/5,12,New BEL Road,Cafe,"Continental, European, Mediterranean, Cafe, Steak",₹ 150.00
Cafe Mandala,Yes,No,2.9/5,868,New BEL Road,Cafe,"Cafe, Healthy Food, South Indian",₹ 500.00
Onesta,Yes,Yes,4.1/5,239,New BEL Road,Cafe,"Cafe, Italian, Pizza, Continental",₹ 250.00
Plated,Yes,No,3.9/5,365,New BEL Road,"Cafe, Casual Dining","Cafe, Italian, Continental, Beverages",₹ 600.00
Andy's Café,No,No,3.9/5,670,New BEL Road,Cafe,"Cafe, Italian, American, Continental",₹ 150.00
Peppermill Bistro,Yes,No,3.4/5,523,New BEL Road,Cafe,"Cafe, Italian, American",₹ 600.00
Prana,Yes,No,3.8/5,126,New BEL Road,Cafe,"Cafe, Fast Food",₹ 500.00
Kargeens,Yes,No,4.2/5,58,New BEL Road,Cafe,"Cafe, Continental, American",₹ 650.00
Ember The Calabash,Yes,No,3.9/5,18,New BEL Road,Cafe,"Cafe, North Indian, Chinese, Continental",₹ 650.00
THE BEL ST.,No,No,4.0/5,168,New BEL Road,Cafe,"Cafe, Tea",₹ 300.00
Puff Cafe,Yes,No,3.5/5,67,New BEL Road,Cafe,"Cafe, Beverages, Healthy Food",₹ 400.00
Cafe Coffee Day,Yes,No,3.5/5,55,New BEL Road,"Cafe, Bakery","Cafe, Beverages",₹ 350.00
Namakh Store And Cafe,Yes,No,3.7/5,9,New BEL Road,Cafe,"Cafe, Bakery",₹ 400.00
Nomadic Tandoor,Yes,No,4.1/5,6,New BEL Road,Quick Bites,"Cafe, Pizza, Italian, Sandwich",₹ 500.00
Chaiywaala Da Dhaba,Yes,No,3.3/5,7,New BEL Road,Cafe,Cafe,₹ 700.00
Cafe Poetry,Yes,No,3.8/5,0,New BEL Road,"Beverage Shop, Quick Bites","Cafe, Healthy Food, Beverages",₹ 300.00
The Banana Kick,Yes,No,4.4/5,0,New BEL Road,Cafe,"Tea, Beverages, Fast Food",₹ 450.00
Swiss Bakery Cafe - Gokulam Grand Hotel & Spa,No,No,3,0,New BEL Road,Cafe,Cafe,₹ 400.00
Brewbakes,No,No,3.5/5,114,New BEL Road,Delivery,Cafe,₹ 800.00
Pooja Restro,No,No,4.1/5,0,New BEL Road,Quick Bites,Cafe,₹ 500.00
H&W Cafe,No,No,3.2/5,0,Sanjay Nagar,Delivery,"Fast Food, Healthy Food",₹ 600.00
Chaai Resto,Yes,No,3.8/5,336,New BEL Road,Cafe,Biryani,₹ 300.00
Cafe Centralis,Yes,No,4.0/5,187,Sahakara Nagar,Delivery,"Cafe, Italian, Burger, American, Steak",₹ 300.00
Cafe Gazala,No,No,3.5/5,1442,New BEL Road,"Beverage Shop, Dessert Parlor","North Indian, Chinese",₹ 600.00
Sugarly Spiced,No,No,3.2/5,50,New BEL Road,Quick Bites,"Desserts, Beverages, Ice Cream","₹ 1,400.00"
Leon Grill,Yes,No,3.2/5,17,Sahakara Nagar,Quick Bites,"Hyderabadi, Biryani",₹ 500.00
Behrouz Biryani,Yes,No,4.0/5,409,New BEL Road,Quick Bites,"North Indian, Chinese, Biryani",₹ 250.00
Smally's Resto Cafe,Yes,No,3.7/5,240,New BEL Road,Casual Dining,"North Indian, Chinese, Seafood",₹ 600.00
Bon Appetit Resto,Yes,No,3.4/5,29,Sanjay Nagar,Quick Bites,"Andhra, North Indian",₹ 400.00
Keventers,Yes,No,3.7/5,112,New BEL Road,Quick Bites,Kerala,₹ 500.00
Deccan House,Yes,No,3.3/5,226,New BEL Road,"Quick Bites, Sweet Shop","North Indian, Chinese, Biryani",₹ 400.00
Flavors of North,Yes,No,3.9/5,154,New BEL Road,Casual Dining,"North Indian, Chinese, Street Food, Mithai",₹ 250.00
Tasty Box,Yes,No,3.7/5,254,Yeshwantpur,"Takeaway, Delivery","Biryani, North Indian, Kebab",₹ 250.00
Rayalaseema Ruchulu,Yes,No,3.5/5,1586,New BEL Road,Quick Bites,"Italian, North Indian, Biryani",₹ 850.00
New Oottupura Restaurant,Yes,No,2.1/5,33,Sanjay Nagar,Quick Bites,"Burger, Fast Food, Beverages",₹ 800.00
Pot Biryani,Yes,No, ('Rated 4.0',557,New BEL Road,Quick Bites,"North Indian, Chinese",₹ 250.00
New Agarwal Bhavan,Yes,No,4.0/5,498,New BEL Road,Casual Dining,"North Indian, Fast Food",₹ 400.00
Paradise,Yes,No,3.5/5,108,Sahakara Nagar,Casual Dining,"Asian, Chinese",₹ 250.00
The Good Bowl,Yes,No,3.9/5,578,New BEL Road,Cafe,"Mughlai, Biryani, North Indian",₹ 300.00
Burger King,Yes,No,3.0/5,117,New BEL Road,Quick Bites,"Cafe, Continental, Steak",₹ 300.00
Delhi Mess,Yes,Yes,4.1/5,583,Sahakara Nagar,"Casual Dining, Cafe","Biryani, Chinese",₹ 350.00
Sumadhura Foods,Yes,No,3.2/5,161,New BEL Road,Quick Bites,"Pizza, Cafe, Italian",₹ 250.00
Auntie Fung's,Yes,No,3.2/5,4873,New BEL Road,Delivery,"North Indian, Chinese, Fast Food",₹ 400.00
Mughlai Azam,Yes,Yes,2.9/5,229,Yeshwantpur,Quick Bites,"North Indian, Biryani, Fast Food",₹ 450.00
Cafe Nosh,Yes,No,4.6/5,204,Sahakara Nagar,Quick Bites,"Street Food, Fast Food",₹ 500.00
